Category,ItemId,ItemName,Quantity,Price
Category9,1,Item_1,850,331.73
Category9,2,Item_2,309,50.29
Category9,3,Item_3,872,906.0
Category9,4,Item_4,951,607.72
Category9,5,Item_5,961,362.7
Category9,6,Item_6,452,128.44
Category9,7,Item_7,561,769.17
Category9,8,Item_8,37,569.04
Category9,9,Item_9,707,319.57
Category9,10,Item_10,223,867.02
Category9,11,Item_11,769,542.52
Category9,12,Item_12,32,677.72
Category9,13,Item_13,840,317.52
Category9,14,Item_14,626,340.39
Category9,15,Item_15,834,545.85
Category9,16,Item_16,462,471.26
Category9,17,Item_17,865,488.81
Category9,18,Item_18,419,245.59
Category9,19,Item_19,47,991.03
Category9,20,Item_20,225,922.27
Category9,21,Item_21,814,302.52
Category9,22,Item_22,702,643.08
Category9,23,Item_23,986,159.45
Category9,24,Item_24,275,928.73
Category9,25,Item_25,110,428.82
Category9,26,Item_26,507,622.32
Category9,27,Item_27,869,285.5
Category9,28,Item_28,219,965.64
Category9,29,Item_29,270,352.05
Category9,30,Item_30,983,686.35
Category9,31,Item_31,832,830.12
Category9,32,Item_32,152,141.77
Category9,33,Item_33,893,697.95
Category9,34,Item_34,534,501.24
Category9,35,Item_35,639,103.16
Category9,36,Item_36,613,35.38
Category9,37,Item_37,797,818.03
Category9,38,Item_38,878,616.03
Category9,39,Item_39,42,793.65
Category9,40,Item_40,871,987.3
Category9,41,Item_41,836,202.59
Category9,42,Item_42,129,507.93
Category9,43,Item_43,411,70.23
Category9,44,Item_44,340,584.54
Category9,45,Item_45,44,439.39
Category9,46,Item_46,922,515.7
Category9,47,Item_47,436,776.19
Category9,48,Item_48,104,65.2
Category9,49,Item_49,752,574.09
Category9,50,Item_50,527,227.4
Category9,51,Item_51,347,569.12
Category9,52,Item_52,268,400.84
Category9,53,Item_53,697,186.97
Category9,54,Item_54,542,108.99
Category9,55,Item_55,727,238.11
Category9,56,Item_56,441,405.57
Category9,57,Item_57,864,61.48
Category9,58,Item_58,73,879.16
Category9,59,Item_59,202,725.48
Category9,60,Item_60,90,488.65
Category9,61,Item_61,661,950.61
Category9,62,Item_62,160,388.34
Category9,63,Item_63,996,71.18
Category9,64,Item_64,777,424.34
Category9,65,Item_65,598,172.14
Category9,66,Item_66,60,532.19
Category9,67,Item_67,179,928.57
Category9,68,Item_68,734,895.63
Category9,69,Item_69,394,471.59
Category9,70,Item_70,222,438.48
Category9,71,Item_71,968,160.71
Category9,72,Item_72,66,454.13
Category9,73,Item_73,666,609.55
Category9,74,Item_74,260,109.46
Category9,75,Item_75,634,799.82
Category9,76,Item_76,426,595.64
Category9,77,Item_77,660,991.17
Category9,78,Item_78,385,33.86
Category9,79,Item_79,361,874.59
Category9,80,Item_80,76,506.96
