Category,ItemId,ItemName,Quantity,Price
Category8,1,Item_1,906,95.67
Category8,2,Item_2,537,877.66
Category8,3,Item_3,105,847.94
Category8,4,Item_4,668,876.53
Category8,5,Item_5,452,446.96
Category8,6,Item_6,837,259.52
Category8,7,Item_7,845,929.64
Category8,8,Item_8,988,29.7
Category8,9,Item_9,629,351.73
Category8,10,Item_10,766,51.19
Category8,11,Item_11,660,348.64
Category8,12,Item_12,713,82.95
Category8,13,Item_13,668,460.18
Category8,14,Item_14,700,913.48
Category8,15,Item_15,603,172.34
Category8,16,Item_16,159,65.0
Category8,17,Item_17,636,99.7
Category8,18,Item_18,571,62.2
Category8,19,Item_19,790,529.12
Category8,20,Item_20,928,855.62
Category8,21,Item_21,30,692.41
Category8,22,Item_22,190,208.67
Category8,23,Item_23,926,283.06
Category8,24,Item_24,325,678.22
Category8,25,Item_25,730,970.49
Category8,26,Item_26,458,320.51
Category8,27,Item_27,994,90.73
Category8,28,Item_28,189,624.1
Category8,29,Item_29,872,377.55
Category8,30,Item_30,993,614.61
Category8,31,Item_31,932,205.78
Category8,32,Item_32,69,399.65
Category8,33,Item_33,236,374.71
Category8,34,Item_34,450,91.01
Category8,35,Item_35,654,247.92
Category8,36,Item_36,567,90.63
Category8,37,Item_37,840,672.93
Category8,38,Item_38,274,272.35
Category8,39,Item_39,774,391.6
Category8,40,Item_40,776,361.02
Category8,41,Item_41,998,268.36
Category8,42,Item_42,334,917.19
Category8,43,Item_43,277,952.8
Category8,44,Item_44,232,530.25
Category8,45,Item_45,108,767.84
Category8,46,Item_46,443,465.41
Category8,47,Item_47,652,167.08
Category8,48,Item_48,832,243.78
Category8,49,Item_49,845,258.29
Category8,50,Item_50,986,448.68
Category8,51,Item_51,476,949.78
Category8,52,Item_52,133,894.96
Category8,53,Item_53,418,714.34
Category8,54,Item_54,206,190.27
Category8,55,Item_55,596,321.25
Category8,56,Item_56,647,579.15
Category8,57,Item_57,867,119.24
Category8,58,Item_58,942,829.27
Category8,59,Item_59,446,383.52
Category8,60,Item_60,674,708.08
