Category,ItemId,ItemName,Quantity,Price
Category1,1,Item_1,997,656.53
Category1,2,Item_2,797,939.7
Category1,3,Item_3,834,851.8
Category1,4,Item_4,695,752.9
Category1,5,Item_5,732,936.81
Category1,6,Item_6,653,382.92
Category1,7,Item_7,898,202.92
Category1,8,Item_8,738,394.54
Category1,9,Item_9,221,218.0
Category1,10,Item_10,28,869.78
Category1,11,Item_11,775,477.41
Category1,12,Item_12,560,905.76
Category1,13,Item_13,892,945.07
Category1,14,Item_14,730,99.66
Category1,15,Item_15,529,229.77
Category1,16,Item_16,224,249.11
Category1,17,Item_17,609,396.42
Category1,18,Item_18,884,636.43
Category1,19,Item_19,32,650.84
Category1,20,Item_20,453,453.22
Category1,21,Item_21,211,934.37
Category1,22,Item_22,318,181.91
Category1,23,Item_23,21,575.3
Category1,24,Item_24,363,57.17
Category1,25,Item_25,431,616.88
Category1,26,Item_26,105,782.36
Category1,27,Item_27,499,735.05
Category1,28,Item_28,178,903.09
Category1,29,Item_29,456,941.79
Category1,30,Item_30,800,542.15
Category1,31,Item_31,908,373.52
Category1,32,Item_32,364,759.37
Category1,33,Item_33,554,144.19
Category1,34,Item_34,498,715.98
Category1,35,Item_35,230,222.02
Category1,36,Item_36,946,402.64
Category1,37,Item_37,369,972.27
Category1,38,Item_38,79,573.12
Category1,39,Item_39,56,988.55
Category1,40,Item_40,397,499.96
Category1,41,Item_41,932,981.99
Category1,42,Item_42,116,409.56
Category1,43,Item_43,87,141.64
Category1,44,Item_44,160,484.53
Category1,45,Item_45,325,913.36
Category1,46,Item_46,156,658.51
Category1,47,Item_47,330,748.57
Category1,48,Item_48,240,339.56
Category1,49,Item_49,746,892.46
Category1,50,Item_50,460,323.73
Category1,51,Item_51,812,763.85
Category1,52,Item_52,753,806.68
Category1,53,Item_53,84,909.62
Category1,54,Item_54,307,793.97
Category1,55,Item_55,206,677.05
Category1,56,Item_56,292,108.08
Category1,57,Item_57,761,342.33
Category1,58,Item_58,637,288.8
Category1,59,Item_59,121,711.42
Category1,60,Item_60,429,464.86
Category1,61,Item_61,301,183.82
Category1,62,Item_62,383,50.91
Category1,63,Item_63,906,914.79
Category1,64,Item_64,333,953.16
Category1,65,Item_65,701,554.53
Category1,66,Item_66,337,787.17
Category1,67,Item_67,125,452.3
Category1,68,Item_68,106,502.24
Category1,69,Item_69,619,327.92
Category1,70,Item_70,37,721.02
Category1,71,Item_71,404,985.65
Category1,72,Item_72,846,162.34
Category1,73,Item_73,148,376.98
Category1,74,Item_74,85,890.32
Category1,75,Item_75,328,448.02
Category1,76,Item_76,413,507.39
Category1,77,Item_77,592,341.09
Category1,78,Item_78,230,147.22
Category1,79,Item_79,394,504.58
Category1,80,Item_80,222,705.85
Category1,81,Item_81,534,494.56
Category1,82,Item_82,605,198.64
Category1,83,Item_83,235,571.13
Category1,84,Item_84,76,338.41
Category1,85,Item_85,808,611.67
Category1,86,Item_86,81,506.29
Category1,87,Item_87,947,347.93
Category1,88,Item_88,170,368.02
Category1,89,Item_89,700,980.89
Category1,90,Item_90,656,626.81
Category1,91,Item_91,270,31.35
Category1,92,Item_92,428,831.51
Category1,93,Item_93,827,482.83
Category1,94,Item_94,690,361.16
Category1,95,Item_95,467,297.72
Category1,96,Item_96,984,586.96
Category1,97,Item_97,195,75.68
Category1,98,Item_98,2,57.39
Category1,99,Item_99,883,915.24
Category1,100,Item_100,670,768.32
Category1,101,Item_101,381,531.9
Category1,102,Item_102,776,64.27
Category1,103,Item_103,390,380.95
Category1,104,Item_104,90,661.14
Category1,105,Item_105,769,978.18
Category1,106,Item_106,320,122.18
Category1,107,Item_107,746,430.37
Category1,108,Item_108,464,470.93
Category1,109,Item_109,634,36.92
Category1,110,Item_110,180,503.79
Category1,111,Item_111,128,921.53
Category1,112,Item_112,39,283.35
Category1,113,Item_113,579,408.46
Category1,114,Item_114,744,588.65
Category1,115,Item_115,679,598.42
Category1,116,Item_116,648,112.18
Category1,117,Item_117,394,906.26
Category1,118,Item_118,242,115.35
Category1,119,Item_119,781,501.85
Category1,120,Item_120,157,348.97
Category1,121,Item_121,25,145.98
Category1,122,Item_122,245,292.97
Category1,123,Item_123,642,495.77
Category1,124,Item_124,682,813.54
Category1,125,Item_125,220,519.83
Category1,126,Item_126,707,743.73
Category1,127,Item_127,41,998.27
Category1,128,Item_128,59,942.32
Category1,129,Item_129,441,553.14
Category1,130,Item_130,12,780.3
Category1,131,Item_131,663,213.71
Category1,132,Item_132,302,145.29
Category1,133,Item_133,562,333.7
Category1,134,Item_134,646,283.65
Category1,135,Item_135,859,155.27
Category1,136,Item_136,846,520.02
Category1,137,Item_137,46,279.25
Category1,138,Item_138,794,202.66
Category1,139,Item_139,424,953.03
Category1,140,Item_140,880,730.15
Category1,141,Item_141,364,281.51
Category1,142,Item_142,912,370.69
Category1,143,Item_143,290,928.78
Category1,144,Item_144,568,678.32
