Category,ItemId,ItemName,Quantity,Price
Category10,1,Item_1,261,802.97
Category10,2,Item_2,716,121.96
Category10,3,Item_3,559,364.55
Category10,4,Item_4,482,292.38
Category10,5,Item_5,543,632.01
Category10,6,Item_6,520,305.05
Category10,7,Item_7,406,341.33
Category10,8,Item_8,886,814.84
Category10,9,Item_9,877,254.43
Category10,10,Item_10,889,394.34
Category10,11,Item_11,125,626.02
Category10,12,Item_12,595,350.82
Category10,13,Item_13,408,703.07
Category10,14,Item_14,784,289.84
Category10,15,Item_15,563,60.31
Category10,16,Item_16,228,978.32
Category10,17,Item_17,567,815.06
Category10,18,Item_18,354,922.13
Category10,19,Item_19,30,39.43
Category10,20,Item_20,869,750.39
Category10,21,Item_21,70,986.52
Category10,22,Item_22,615,998.45
Category10,23,Item_23,987,274.72
Category10,24,Item_24,855,232.55
Category10,25,Item_25,940,21.78
Category10,26,Item_26,700,731.27
Category10,27,Item_27,938,542.46
Category10,28,Item_28,74,924.5
Category10,29,Item_29,201,165.66
Category10,30,Item_30,730,932.48
Category10,31,Item_31,786,406.86
Category10,32,Item_32,992,559.17
Category10,33,Item_33,754,999.73
Category10,34,Item_34,284,807.13
Category10,35,Item_35,379,654.54
Category10,36,Item_36,297,753.24
Category10,37,Item_37,623,917.89
Category10,38,Item_38,505,989.71
Category10,39,Item_39,441,954.5
Category10,40,Item_40,405,834.18
Category10,41,Item_41,899,959.6
Category10,42,Item_42,961,500.39
Category10,43,Item_43,938,362.34
Category10,44,Item_44,419,976.99
Category10,45,Item_45,229,477.31
Category10,46,Item_46,22,10.54
Category10,47,Item_47,922,16.17
Category10,48,Item_48,911,547.62
Category10,49,Item_49,900,651.22
Category10,50,Item_50,385,141.68
Category10,51,Item_51,578,510.56
Category10,52,Item_52,886,789.88
Category10,53,Item_53,613,526.11
Category10,54,Item_54,267,844.15
Category10,55,Item_55,193,90.46
Category10,56,Item_56,73,693.41
Category10,57,Item_57,896,543.47
Category10,58,Item_58,622,625.96
