Category,ItemId,ItemName,Quantity,Price
Category6,1,Item_1,30,488.2
Category6,2,Item_2,24,834.05
Category6,3,Item_3,540,570.78
Category6,4,Item_4,343,769.04
Category6,5,Item_5,425,895.88
Category6,6,Item_6,152,134.55
Category6,7,Item_7,549,608.15
Category6,8,Item_8,149,332.9
Category6,9,Item_9,730,249.69
Category6,10,Item_10,275,293.07
Category6,11,Item_11,829,311.94
Category6,12,Item_12,13,356.0
Category6,13,Item_13,492,709.72
Category6,14,Item_14,217,601.57
Category6,15,Item_15,522,612.32
Category6,16,Item_16,581,114.4
Category6,17,Item_17,816,632.21
Category6,18,Item_18,282,685.88
Category6,19,Item_19,989,991.46
Category6,20,Item_20,194,66.57
Category6,21,Item_21,157,355.57
Category6,22,Item_22,591,306.06
Category6,23,Item_23,1000,113.26
Category6,24,Item_24,380,702.7
Category6,25,Item_25,140,60.51
Category6,26,Item_26,703,49.1
Category6,27,Item_27,487,889.27
Category6,28,Item_28,614,850.4
Category6,29,Item_29,720,265.39
Category6,30,Item_30,279,763.32
Category6,31,Item_31,233,222.75
Category6,32,Item_32,331,313.7
Category6,33,Item_33,27,767.24
Category6,34,Item_34,839,966.68
Category6,35,Item_35,38,89.44
Category6,36,Item_36,676,277.11
Category6,37,Item_37,173,321.0
Category6,38,Item_38,557,355.41
Category6,39,Item_39,77,323.01
Category6,40,Item_40,97,519.04
Category6,41,Item_41,312,259.37
Category6,42,Item_42,345,586.33
Category6,43,Item_43,974,300.16
Category6,44,Item_44,531,16.28
Category6,45,Item_45,516,242.23
Category6,46,Item_46,552,214.75
Category6,47,Item_47,85,126.14
Category6,48,Item_48,939,473.31
Category6,49,Item_49,590,272.35
Category6,50,Item_50,721,846.52
Category6,51,Item_51,124,925.52
Category6,52,Item_52,82,464.45
Category6,53,Item_53,662,475.39
Category6,54,Item_54,279,352.76
Category6,55,Item_55,836,992.98
Category6,56,Item_56,539,518.71
Category6,57,Item_57,698,61.99
Category6,58,Item_58,465,278.42
Category6,59,Item_59,128,901.48
Category6,60,Item_60,860,147.5
Category6,61,Item_61,186,967.73
Category6,62,Item_62,597,398.29
Category6,63,Item_63,57,904.47
Category6,64,Item_64,763,175.19
Category6,65,Item_65,697,795.88
Category6,66,Item_66,430,206.36
Category6,67,Item_67,833,782.7
Category6,68,Item_68,57,792.5
Category6,69,Item_69,790,721.73
Category6,70,Item_70,751,583.75
Category6,71,Item_71,323,619.91
Category6,72,Item_72,685,134.22
Category6,73,Item_73,542,165.52
Category6,74,Item_74,342,187.36
Category6,75,Item_75,68,888.82
Category6,76,Item_76,260,578.51
Category6,77,Item_77,108,27.04
Category6,78,Item_78,91,685.62
Category6,79,Item_79,507,507.05
Category6,80,Item_80,870,572.84
Category6,81,Item_81,40,908.24
Category6,82,Item_82,709,561.67
Category6,83,Item_83,85,938.7
Category6,84,Item_84,355,601.01
Category6,85,Item_85,461,120.68
Category6,86,Item_86,917,808.2
Category6,87,Item_87,292,421.4
Category6,88,Item_88,673,910.62
Category6,89,Item_89,450,773.61
Category6,90,Item_90,175,545.63
Category6,91,Item_91,270,20.2
Category6,92,Item_92,440,531.22
Category6,93,Item_93,681,782.74
Category6,94,Item_94,465,958.67
Category6,95,Item_95,767,879.37
Category6,96,Item_96,600,969.97
Category6,97,Item_97,390,68.17
Category6,98,Item_98,34,27.27
Category6,99,Item_99,859,193.07
Category6,100,Item_100,424,970.41
Category6,101,Item_101,857,479.94
Category6,102,Item_102,507,624.27
Category6,103,Item_103,260,752.36
Category6,104,Item_104,111,332.55
Category6,105,Item_105,117,916.75
Category6,106,Item_106,867,906.67
Category6,107,Item_107,639,644.92
Category6,108,Item_108,576,937.32
Category6,109,Item_109,679,99.36
Category6,110,Item_110,76,713.39
Category6,111,Item_111,406,288.46
Category6,112,Item_112,814,623.76
Category6,113,Item_113,217,706.92
Category6,114,Item_114,989,680.23
Category6,115,Item_115,669,408.57
Category6,116,Item_116,760,82.72
Category6,117,Item_117,272,97.91
Category6,118,Item_118,24,441.94
Category6,119,Item_119,545,81.02
Category6,120,Item_120,216,424.11
Category6,121,Item_121,314,287.33
Category6,122,Item_122,895,471.77
Category6,123,Item_123,787,650.21
Category6,124,Item_124,410,809.65
Category6,125,Item_125,533,193.15
Category6,126,Item_126,305,378.26
Category6,127,Item_127,417,582.04
Category6,128,Item_128,191,535.53
Category6,129,Item_129,700,778.8
Category6,130,Item_130,518,19.08
Category6,131,Item_131,682,711.67
Category6,132,Item_132,148,771.03
Category6,133,Item_133,759,951.12
Category6,134,Item_134,133,354.37
Category6,135,Item_135,551,81.6
Category6,136,Item_136,764,723.47
Category6,137,Item_137,289,57.62
Category6,138,Item_138,750,52.43
Category6,139,Item_139,710,878.17
Category6,140,Item_140,988,437.15
Category6,141,Item_141,697,15.71
Category6,142,Item_142,24,239.84
Category6,143,Item_143,855,98.79
Category6,144,Item_144,719,334.36
Category6,145,Item_145,933,31.12
Category6,146,Item_146,267,134.42
Category6,147,Item_147,95,168.09
Category6,148,Item_148,852,67.32
Category6,149,Item_149,610,521.59
Category6,150,Item_150,590,305.77
Category6,151,Item_151,939,537.99
Category6,152,Item_152,474,502.51
Category6,153,Item_153,957,246.98
Category6,154,Item_154,447,464.56
Category6,155,Item_155,839,1.81
Category6,156,Item_156,152,655.53
Category6,157,Item_157,271,999.18
Category6,158,Item_158,739,680.16
Category6,159,Item_159,901,346.27
Category6,160,Item_160,843,828.71
Category6,161,Item_161,265,121.49
Category6,162,Item_162,912,994.68
Category6,163,Item_163,582,666.63
Category6,164,Item_164,826,301.95
Category6,165,Item_165,39,361.23
Category6,166,Item_166,584,79.32
Category6,167,Item_167,796,369.79
Category6,168,Item_168,168,587.71
Category6,169,Item_169,150,681.58
Category6,170,Item_170,43,34.22
Category6,171,Item_171,727,288.12
Category6,172,Item_172,636,393.52
Category6,173,Item_173,221,544.77
Category6,174,Item_174,18,374.65
Category6,175,Item_175,687,809.13
Category6,176,Item_176,3,45.08
Category6,177,Item_177,962,593.64
Category6,178,Item_178,140,969.32
Category6,179,Item_179,393,663.34
Category6,180,Item_180,313,600.92
Category6,181,Item_181,68,403.47
Category6,182,Item_182,659,984.84
Category6,183,Item_183,423,753.32
Category6,184,Item_184,51,1.79
Category6,185,Item_185,36,561.51
Category6,186,Item_186,640,652.26
Category6,187,Item_187,653,609.5
Category6,188,Item_188,579,936.38
Category6,189,Item_189,167,53.86
Category6,190,Item_190,502,463.55
Category6,191,Item_191,348,340.24
Category6,192,Item_192,3,333.23
Category6,193,Item_193,766,912.92
Category6,194,Item_194,667,245.87
Category6,195,Item_195,834,507.26
Category6,196,Item_196,259,371.33
Category6,197,Item_197,256,531.6
Category6,198,Item_198,430,778.28
Category6,199,Item_199,967,531.11
Category6,200,Item_200,860,598.36
Category6,201,Item_201,456,936.23
Category6,202,Item_202,283,936.3
Category6,203,Item_203,627,494.24
Category6,204,Item_204,29,251.47
Category6,205,Item_205,928,34.76
Category6,206,Item_206,163,382.58
Category6,207,Item_207,501,678.8
Category6,208,Item_208,787,225.13
Category6,209,Item_209,769,882.04
Category6,210,Item_210,894,258.29
Category6,211,Item_211,392,679.15
Category6,212,Item_212,412,430.9
Category6,213,Item_213,275,961.13
Category6,214,Item_214,497,377.97
Category6,215,Item_215,632,716.61
Category6,216,Item_216,714,727.07
Category6,217,Item_217,845,165.08
Category6,218,Item_218,921,995.37
Category6,219,Item_219,146,379.85
Category6,220,Item_220,25,388.5
Category6,221,Item_221,67,534.29
Category6,222,Item_222,895,341.52
Category6,223,Item_223,406,536.52
Category6,224,Item_224,317,371.82
Category6,225,Item_225,159,995.33
Category6,226,Item_226,44,557.16
Category6,227,Item_227,633,953.85
Category6,228,Item_228,396,8.21
Category6,229,Item_229,707,214.49
Category6,230,Item_230,148,505.66
Category6,231,Item_231,589,8.35
Category6,232,Item_232,209,874.04
Category6,233,Item_233,88,789.93
Category6,234,Item_234,122,992.04
Category6,235,Item_235,788,395.19
Category6,236,Item_236,872,196.54
Category6,237,Item_237,132,894.36
Category6,238,Item_238,848,604.87
Category6,239,Item_239,610,107.2
Category6,240,Item_240,548,683.36
Category6,241,Item_241,187,921.0
Category6,242,Item_242,589,467.57
Category6,243,Item_243,110,607.26
Category6,244,Item_244,762,773.99
Category6,245,Item_245,47,580.23
Category6,246,Item_246,189,717.64
Category6,247,Item_247,510,606.7
Category6,248,Item_248,63,69.15
Category6,249,Item_249,278,878.61
Category6,250,Item_250,431,368.54
Category6,251,Item_251,842,397.81
Category6,252,Item_252,286,990.86
Category6,253,Item_253,665,877.7
Category6,254,Item_254,260,443.14
Category6,255,Item_255,160,17.06
Category6,256,Item_256,532,963.81
Category6,257,Item_257,916,416.15
Category6,258,Item_258,317,298.71
Category6,259,Item_259,552,747.16
Category6,260,Item_260,67,375.19
Category6,261,Item_261,395,494.21
Category6,262,Item_262,4,817.79
Category6,263,Item_263,525,104.07
Category6,264,Item_264,703,144.54
Category6,265,Item_265,550,554.42
Category6,266,Item_266,323,717.64
Category6,267,Item_267,16,989.69
Category6,268,Item_268,311,627.6
Category6,269,Item_269,829,69.24
Category6,270,Item_270,189,588.33
Category6,271,Item_271,687,581.29
Category6,272,Item_272,896,217.21
Category6,273,Item_273,54,660.91
Category6,274,Item_274,54,435.4
Category6,275,Item_275,112,275.64
Category6,276,Item_276,75,50.68
Category6,277,Item_277,428,418.18
Category6,278,Item_278,314,148.68
Category6,279,Item_279,904,644.63
Category6,280,Item_280,512,987.17
Category6,281,Item_281,474,159.02
Category6,282,Item_282,331,64.34
Category6,283,Item_283,570,810.46
Category6,284,Item_284,858,871.89
Category6,285,Item_285,722,415.27
Category6,286,Item_286,12,221.85
Category6,287,Item_287,429,533.4
Category6,288,Item_288,594,395.29
Category6,289,Item_289,100,252.89
Category6,290,Item_290,633,860.89
Category6,291,Item_291,912,383.6
Category6,292,Item_292,979,248.09
Category6,293,Item_293,960,520.43
Category6,294,Item_294,66,767.68
Category6,295,Item_295,78,89.45
Category6,296,Item_296,498,343.97
Category6,297,Item_297,965,70.8
Category6,298,Item_298,412,36.48
Category6,299,Item_299,129,359.92
Category6,300,Item_300,380,513.69
Category6,301,Item_301,382,666.78
Category6,302,Item_302,681,193.85
Category6,303,Item_303,76,400.07
Category6,304,Item_304,813,147.09
Category6,305,Item_305,730,692.62
Category6,306,Item_306,115,767.12
Category6,307,Item_307,342,700.58
Category6,308,Item_308,677,913.02
Category6,309,Item_309,664,296.56
Category6,310,Item_310,374,395.16
Category6,311,Item_311,785,743.45
Category6,312,Item_312,243,366.9
Category6,313,Item_313,46,470.91
Category6,314,Item_314,872,301.61
Category6,315,Item_315,227,108.1
Category6,316,Item_316,838,725.6
