Category,ItemId,ItemName,Quantity,Price
Category2,1,Item_1,193,983.58
Category2,2,Item_2,690,931.2
Category2,3,Item_3,48,535.15
Category2,4,Item_4,589,470.55
Category2,5,Item_5,950,349.6
Category2,6,Item_6,461,127.12
Category2,7,Item_7,603,383.45
Category2,8,Item_8,953,427.1
Category2,9,Item_9,578,811.67
Category2,10,Item_10,39,593.73
Category2,11,Item_11,953,155.4
Category2,12,Item_12,33,988.73
Category2,13,Item_13,715,817.67
Category2,14,Item_14,460,24.65
Category2,15,Item_15,543,785.5
Category2,16,Item_16,219,287.77
Category2,17,Item_17,988,716.87
Category2,18,Item_18,503,518.1
Category2,19,Item_19,608,496.73
Category2,20,Item_20,794,465.49
Category2,21,Item_21,423,138.4
Category2,22,Item_22,834,857.33
Category2,23,Item_23,630,796.95
Category2,24,Item_24,110,227.74
Category2,25,Item_25,226,318.3
Category2,26,Item_26,354,625.11
Category2,27,Item_27,93,847.89
Category2,28,Item_28,516,155.17
Category2,29,Item_29,144,433.11
Category2,30,Item_30,28,154.52
Category2,31,Item_31,680,887.66
Category2,32,Item_32,361,690.41
Category2,33,Item_33,813,162.01
Category2,34,Item_34,577,660.82
Category2,35,Item_35,113,383.3
Category2,36,Item_36,256,970.04
Category2,37,Item_37,306,564.15
Category2,38,Item_38,14,982.76
Category2,39,Item_39,836,849.33
Category2,40,Item_40,27,620.71
Category2,41,Item_41,252,753.11
Category2,42,Item_42,882,211.76
Category2,43,Item_43,472,374.17
Category2,44,Item_44,242,732.51
Category2,45,Item_45,415,68.9
Category2,46,Item_46,540,519.67
Category2,47,Item_47,200,873.64
Category2,48,Item_48,330,585.53
Category2,49,Item_49,329,103.32
Category2,50,Item_50,238,997.17
Category2,51,Item_51,790,738.37
Category2,52,Item_52,208,216.18
Category2,53,Item_53,833,545.9
Category2,54,Item_54,426,108.67
Category2,55,Item_55,701,686.24
Category2,56,Item_56,872,704.44
Category2,57,Item_57,334,944.54
Category2,58,Item_58,472,579.83
Category2,59,Item_59,968,269.36
Category2,60,Item_60,650,945.36
Category2,61,Item_61,172,655.05
Category2,62,Item_62,287,390.7
Category2,63,Item_63,457,207.48
Category2,64,Item_64,491,875.52
Category2,65,Item_65,199,519.2
Category2,66,Item_66,18,911.47
Category2,67,Item_67,10,681.23
Category2,68,Item_68,607,410.11
Category2,69,Item_69,248,454.17
Category2,70,Item_70,68,424.87
Category2,71,Item_71,874,539.61
Category2,72,Item_72,217,242.63
Category2,73,Item_73,693,578.66
Category2,74,Item_74,549,811.71
Category2,75,Item_75,209,719.33
Category2,76,Item_76,522,109.24
Category2,77,Item_77,751,827.54
Category2,78,Item_78,510,455.11
Category2,79,Item_79,797,84.67
Category2,80,Item_80,502,635.1
Category2,81,Item_81,735,693.74
Category2,82,Item_82,748,849.27
Category2,83,Item_83,816,187.08
Category2,84,Item_84,747,453.73
Category2,85,Item_85,167,232.6
Category2,86,Item_86,545,126.07
Category2,87,Item_87,250,990.32
Category2,88,Item_88,885,688.93
