Category,ItemId,ItemName,Quantity,Price
Category4,1,Item_1,457,913.77
Category4,2,Item_2,721,294.21
Category4,3,Item_3,450,468.29
Category4,4,Item_4,951,165.0
Category4,5,Item_5,736,754.3
Category4,6,Item_6,93,861.62
Category4,7,Item_7,650,786.09
Category4,8,Item_8,914,818.16
Category4,9,Item_9,673,402.52
Category4,10,Item_10,747,388.57
Category4,11,Item_11,512,373.61
Category4,12,Item_12,837,737.78
Category4,13,Item_13,75,529.06
Category4,14,Item_14,969,939.6
Category4,15,Item_15,483,428.43
Category4,16,Item_16,484,843.85
Category4,17,Item_17,904,234.04
Category4,18,Item_18,73,584.15
Category4,19,Item_19,668,433.02
Category4,20,Item_20,815,464.4
Category4,21,Item_21,200,675.4
Category4,22,Item_22,542,591.57
Category4,23,Item_23,383,870.57
Category4,24,Item_24,407,984.71
Category4,25,Item_25,463,243.24
Category4,26,Item_26,255,608.16
Category4,27,Item_27,293,267.59
Category4,28,Item_28,853,532.99
Category4,29,Item_29,166,753.74
Category4,30,Item_30,267,427.94
Category4,31,Item_31,398,707.58
Category4,32,Item_32,720,125.69
Category4,33,Item_33,803,306.51
Category4,34,Item_34,202,999.98
Category4,35,Item_35,389,315.17
Category4,36,Item_36,504,711.99
Category4,37,Item_37,272,84.7
Category4,38,Item_38,647,7.44
Category4,39,Item_39,192,468.34
Category4,40,Item_40,702,97.95
Category4,41,Item_41,862,161.32
Category4,42,Item_42,760,40.72
Category4,43,Item_43,88,887.62
Category4,44,Item_44,920,395.73
Category4,45,Item_45,259,374.21
Category4,46,Item_46,6,332.3
Category4,47,Item_47,706,165.2
Category4,48,Item_48,725,381.93
Category4,49,Item_49,53,660.94
Category4,50,Item_50,527,343.98
Category4,51,Item_51,775,445.44
Category4,52,Item_52,935,404.04
Category4,53,Item_53,976,805.27
Category4,54,Item_54,736,31.59
Category4,55,Item_55,957,282.59
Category4,56,Item_56,840,794.78
Category4,57,Item_57,975,294.7
Category4,58,Item_58,427,343.88
Category4,59,Item_59,283,955.68
Category4,60,Item_60,860,313.4
Category4,61,Item_61,467,431.34
Category4,62,Item_62,27,833.37
Category4,63,Item_63,867,712.49
Category4,64,Item_64,13,169.94
Category4,65,Item_65,515,9.41
Category4,66,Item_66,801,233.06
Category4,67,Item_67,360,20.06
Category4,68,Item_68,912,8.15
Category4,69,Item_69,960,472.66
Category4,70,Item_70,119,248.6
Category4,71,Item_71,359,326.8
Category4,72,Item_72,843,793.94
Category4,73,Item_73,278,20.0
Category4,74,Item_74,96,583.56
Category4,75,Item_75,548,476.63
Category4,76,Item_76,172,664.51
Category4,77,Item_77,760,67.21
Category4,78,Item_78,800,592.02
Category4,79,Item_79,96,951.1
Category4,80,Item_80,287,251.55
Category4,81,Item_81,352,450.54
Category4,82,Item_82,559,753.51
Category4,83,Item_83,250,813.91
Category4,84,Item_84,393,852.88
Category4,85,Item_85,693,18.18
Category4,86,Item_86,65,641.98
Category4,87,Item_87,227,187.62
Category4,88,Item_88,182,899.18
Category4,89,Item_89,661,62.14
Category4,90,Item_90,17,131.57
Category4,91,Item_91,638,631.49
Category4,92,Item_92,657,207.17
Category4,93,Item_93,378,231.3
Category4,94,Item_94,174,319.71
Category4,95,Item_95,79,441.09
Category4,96,Item_96,33,677.42
Category4,97,Item_97,490,165.32
Category4,98,Item_98,162,124.87
Category4,99,Item_99,696,493.94
Category4,100,Item_100,292,278.36
Category4,101,Item_101,875,63.92
Category4,102,Item_102,219,536.69
Category4,103,Item_103,160,948.66
Category4,104,Item_104,776,546.2
Category4,105,Item_105,275,282.63
Category4,106,Item_106,429,961.43
Category4,107,Item_107,386,48.1
Category4,108,Item_108,640,305.14
Category4,109,Item_109,439,117.8
Category4,110,Item_110,763,395.01
Category4,111,Item_111,950,12.35
Category4,112,Item_112,347,797.42
Category4,113,Item_113,21,289.41
Category4,114,Item_114,279,311.88
Category4,115,Item_115,104,424.04
Category4,116,Item_116,134,944.64
Category4,117,Item_117,583,77.44
Category4,118,Item_118,215,986.37
Category4,119,Item_119,464,813.21
Category4,120,Item_120,753,850.67
Category4,121,Item_121,755,217.15
Category4,122,Item_122,25,668.1
Category4,123,Item_123,624,614.28
Category4,124,Item_124,109,787.04
Category4,125,Item_125,629,801.09
Category4,126,Item_126,219,862.17
Category4,127,Item_127,269,14.63
Category4,128,Item_128,656,902.17
Category4,129,Item_129,936,687.33
Category4,130,Item_130,685,413.55
Category4,131,Item_131,16,750.74
Category4,132,Item_132,997,675.97
Category4,133,Item_133,614,101.56
Category4,134,Item_134,478,536.69
Category4,135,Item_135,349,101.02
Category4,136,Item_136,411,15.8
Category4,137,Item_137,339,542.87
Category4,138,Item_138,215,614.24
Category4,139,Item_139,925,741.61
Category4,140,Item_140,893,243.22
Category4,141,Item_141,642,904.31
Category4,142,Item_142,409,951.18
Category4,143,Item_143,82,64.78
Category4,144,Item_144,806,246.31
Category4,145,Item_145,424,977.62
Category4,146,Item_146,682,66.71
Category4,147,Item_147,543,678.12
Category4,148,Item_148,756,530.77
Category4,149,Item_149,456,402.6
Category4,150,Item_150,348,967.81
Category4,151,Item_151,446,892.84
Category4,152,Item_152,885,884.8
Category4,153,Item_153,190,212.86
Category4,154,Item_154,554,471.54
Category4,155,Item_155,955,63.85
Category4,156,Item_156,433,39.87
Category4,157,Item_157,71,67.87
Category4,158,Item_158,826,100.81
Category4,159,Item_159,942,694.03
Category4,160,Item_160,672,412.81
Category4,161,Item_161,505,457.73
Category4,162,Item_162,160,279.92
Category4,163,Item_163,998,909.61
Category4,164,Item_164,898,48.91
Category4,165,Item_165,57,167.65
Category4,166,Item_166,908,420.97
Category4,167,Item_167,978,518.43
Category4,168,Item_168,110,119.13
Category4,169,Item_169,711,779.53
Category4,170,Item_170,368,754.5
Category4,171,Item_171,802,235.16
Category4,172,Item_172,562,779.09
Category4,173,Item_173,831,376.01
Category4,174,Item_174,144,144.21
Category4,175,Item_175,639,757.48
Category4,176,Item_176,729,565.43
Category4,177,Item_177,401,83.83
Category4,178,Item_178,716,111.29
Category4,179,Item_179,927,684.51
Category4,180,Item_180,941,816.91
Category4,181,Item_181,650,180.98
Category4,182,Item_182,11,867.55
Category4,183,Item_183,254,96.66
Category4,184,Item_184,528,424.3
Category4,185,Item_185,880,149.75
Category4,186,Item_186,657,465.7
Category4,187,Item_187,568,314.67
Category4,188,Item_188,396,914.13
Category4,189,Item_189,551,956.45
Category4,190,Item_190,288,576.71
Category4,191,Item_191,757,814.87
Category4,192,Item_192,565,327.18
Category4,193,Item_193,749,360.32
Category4,194,Item_194,829,949.9
Category4,195,Item_195,707,440.2
Category4,196,Item_196,18,412.06
Category4,197,Item_197,79,182.71
Category4,198,Item_198,411,174.93
Category4,199,Item_199,950,701.23
Category4,200,Item_200,820,333.19
Category4,201,Item_201,993,971.2
Category4,202,Item_202,951,750.31
Category4,203,Item_203,915,895.11
Category4,204,Item_204,473,788.93
Category4,205,Item_205,453,940.14
Category4,206,Item_206,197,60.71
Category4,207,Item_207,935,864.0
Category4,208,Item_208,994,152.8
Category4,209,Item_209,997,854.84
Category4,210,Item_210,36,782.33
Category4,211,Item_211,311,576.66
Category4,212,Item_212,66,537.12
Category4,213,Item_213,789,804.07
Category4,214,Item_214,47,548.09
Category4,215,Item_215,149,872.92
Category4,216,Item_216,117,806.75
Category4,217,Item_217,386,550.23
Category4,218,Item_218,293,853.87
Category4,219,Item_219,815,581.7
Category4,220,Item_220,386,465.9
Category4,221,Item_221,620,522.06
Category4,222,Item_222,33,541.74
Category4,223,Item_223,870,495.79
Category4,224,Item_224,900,241.46
Category4,225,Item_225,844,128.91
Category4,226,Item_226,670,305.58
Category4,227,Item_227,721,477.71
Category4,228,Item_228,566,904.01
Category4,229,Item_229,356,791.18
Category4,230,Item_230,6,47.45
Category4,231,Item_231,947,539.46
Category4,232,Item_232,901,791.55
Category4,233,Item_233,111,867.62
Category4,234,Item_234,739,704.41
Category4,235,Item_235,572,437.16
Category4,236,Item_236,239,30.82
Category4,237,Item_237,875,596.63
Category4,238,Item_238,829,288.26
Category4,239,Item_239,900,757.23
Category4,240,Item_240,613,793.86
Category4,241,Item_241,2,85.71
Category4,242,Item_242,198,812.4
Category4,243,Item_243,699,118.58
Category4,244,Item_244,540,410.49
Category4,245,Item_245,430,456.24
Category4,246,Item_246,765,115.48
Category4,247,Item_247,38,780.73
Category4,248,Item_248,577,696.8
Category4,249,Item_249,163,706.09
Category4,250,Item_250,31,830.03
Category4,251,Item_251,92,684.28
Category4,252,Item_252,684,471.24
Category4,253,Item_253,354,770.32
Category4,254,Item_254,168,768.35
Category4,255,Item_255,952,431.95
Category4,256,Item_256,725,404.09
Category4,257,Item_257,364,242.8
Category4,258,Item_258,778,387.41
Category4,259,Item_259,490,559.93
Category4,260,Item_260,150,107.06
Category4,261,Item_261,677,744.05
Category4,262,Item_262,537,958.4
Category4,263,Item_263,30,224.73
Category4,264,Item_264,329,246.21
Category4,265,Item_265,356,85.32
Category4,266,Item_266,932,581.64
Category4,267,Item_267,43,984.25
Category4,268,Item_268,395,754.96
Category4,269,Item_269,497,381.18
Category4,270,Item_270,691,555.82
Category4,271,Item_271,737,936.69
Category4,272,Item_272,72,833.75
Category4,273,Item_273,888,477.5
Category4,274,Item_274,669,148.25
Category4,275,Item_275,873,299.63
Category4,276,Item_276,631,668.2
Category4,277,Item_277,641,846.59
Category4,278,Item_278,959,109.02
Category4,279,Item_279,386,127.93
Category4,280,Item_280,388,141.54
Category4,281,Item_281,334,961.24
Category4,282,Item_282,148,721.66
Category4,283,Item_283,375,464.88
Category4,284,Item_284,617,70.47
Category4,285,Item_285,88,788.58
Category4,286,Item_286,923,75.35
Category4,287,Item_287,232,497.31
Category4,288,Item_288,747,372.55
Category4,289,Item_289,525,168.57
Category4,290,Item_290,95,159.29
Category4,291,Item_291,282,403.54
Category4,292,Item_292,94,276.63
Category4,293,Item_293,530,535.2
Category4,294,Item_294,482,303.6
Category4,295,Item_295,49,717.39
Category4,296,Item_296,302,426.02
Category4,297,Item_297,913,128.18
Category4,298,Item_298,82,516.74
Category4,299,Item_299,151,545.19
Category4,300,Item_300,330,280.45
Category4,301,Item_301,602,953.57
Category4,302,Item_302,438,414.19
Category4,303,Item_303,639,265.36
Category4,304,Item_304,988,748.07
Category4,305,Item_305,355,820.25
Category4,306,Item_306,31,713.22
Category4,307,Item_307,813,668.14
Category4,308,Item_308,42,344.44
Category4,309,Item_309,424,370.43
Category4,310,Item_310,961,158.11
Category4,311,Item_311,590,215.31
Category4,312,Item_312,334,767.69
Category4,313,Item_313,935,430.39
Category4,314,Item_314,14,116.96
Category4,315,Item_315,561,295.55
Category4,316,Item_316,720,461.87
Category4,317,Item_317,247,216.64
Category4,318,Item_318,297,48.4
Category4,319,Item_319,826,849.0
Category4,320,Item_320,338,507.65
Category4,321,Item_321,179,449.34
Category4,322,Item_322,126,830.33
Category4,323,Item_323,225,612.9
Category4,324,Item_324,391,63.0
Category4,325,Item_325,382,391.67
Category4,326,Item_326,581,641.66
Category4,327,Item_327,828,832.69
Category4,328,Item_328,297,846.12
